Dates,Spot,Future,Risk Free,Cost of Carry,Deviation,Roll's Spread,Volatility($)
3/1/2017,1248.94,1250,2.4526,1256.621401,6.621400799,13.513,0.065971441
3/2/2017,1235.3,1232.9,2.4779,1242.976126,10.07612597,5.847,0.070943323
3/3/2017,1234.3,1226.5,2.478,1241.970222,15.47022248,9.09,0.070592812
3/6/2017,1225.96,1225.5,2.4997,1233.645319,8.145319259,9.081,0.065919876
3/7/2017,1215.67,1216.1,2.5179,1223.346474,7.246474128,4.891,0.06993723
3/8/2017,1207.58,1209.4,2.5597,1215.332385,5.932384583,5.828,0.070635916
3/9/2017,1200.83,1203.2,2.6053,1208.676832,5.476832448,5.136,0.068033881
3/10/2017,1204.55,1201.4,2.5745,1212.327788,10.92778798,3.205,0.065626888
3/13/2017,1204.05,1203.1,2.6258,1211.979986,8.879985944,9.385,0.063710934
3/14/2017,1199.08,1202.6,2.6002,1206.900009,4.300008987,2.995,0.062949695
3/15/2017,1219.4,1200.7,2.493,1227.023643,26.323643,2.49,0.078998817
3/16/2017,1226.78,1227.1,2.5402,1234.595456,7.495456151,9.43,0.082477327
3/17/2017,1229.15,1230.2,2.5005,1236.85779,6.6577905,19.399,0.069487806
3/20/2017,1233.9,1234,2.4607,1241.51404,7.514040149,22.93,0.069490682
3/21/2017,1245,1246.5,2.4175,1252.547253,6.047252631,12.184,0.075662578
3/22/2017,1249.35,1249.7,2.405,1256.884344,7.1843443,7.324,0.074669347
3/23/2017,1245.3,1247.2,2.4194,1252.855022,5.655022293,3.55,0.068503311
3/24/2017,1244.17,1248.5,2.4123,1251.695949,3.195948976,9.975,0.067485612
3/27/2017,1254.3,1255.7,2.3782,1261.779654,6.079653758,3.432,0.070491956
3/28/2017,1251.63,1255.6,2.4178,1259.218388,3.618388438,4.777,0.069363338
3/29/2017,1252.45,1253.7,2.3765,1259.913267,6.213267177,3.385,0.064398556
3/30/2017,1243.3,1248,2.4197,1250.843827,2.843826768,11.823,0.066210076
3/31/2017,1249.13,1251.2,2.3874,1256.607726,5.407725609,6.085,0.067437578
4/3/2017,1253.35,1254,2.3193,1260.638346,6.638346044,0.995,0.063979832
4/4/2017,1256.22,1258.4,2.3605,1263.655185,5.255185141,1,0.061962189
4/5/2017,1255.3,1248.5,2.3354,1262.650506,14.15050613,5.083,0.060815525
4/6/2017,1251.8,1253.3,2.3408,1259.14701,5.847009984,12.601,0.059678351
4/7/2017,1254.05,1257.3,2.3822,1261.540778,4.2407783,12.011,0.058114411
4/10/2017,1254.73,1253.9,2.3661,1262.174037,8.274036596,8.938,0.056245999
4/11/2017,1274.44,1274.2,2.2962,1281.776962,7.576961586,14.215,0.070629517
4/12/2017,1286.6,1278.1,2.2392,1293.822584,15.72258395,17.225,0.078719589
4/13/2017,1287.74,1288.5,2.2374,1294.963156,6.463156219,19.452,0.067579113
4/17/2017,1284.8,1291.9,2.2498,1292.046718,0.146718079,9.905,0.064157839
4/18/2017,1289.64,1294.1,2.1682,1296.649474,2.549473884,4.69,0.066598131
4/19/2017,1279.66,1283.4,2.2143,1286.763521,3.363521364,23.25,0.0687683
4/20/2017,1281.85,1283.8,2.232,1289.022716,5.222716267,8.26,0.066147488
4/21/2017,1284.5,1289.1,2.248,1291.739213,2.639213135,8.854,0.062037806
4/24/2017,1275.3,1277.5,2.273,1282.567522,5.067521539,12.122,0.064596912
4/25/2017,1263.76,1267.2,2.3322,1271.149875,3.949875079,13.737,0.069133166
4/26/2017,1269.05,1264.2,2.3035,1276.379225,12.17922502,9.887,0.067073001
4/27/2017,1264.6,1265.9,2.2946,1271.875225,5.975225114,24.5,0.062514738
4/28/2017,1268.15,1268.3,2.2802,1275.399733,7.099732994,17.067,0.062452056
5/1/2017,1256.8,1255.5,2.318,1264.1043,8.604299767,7.556,0.066027737
5/2/2017,1256.9,1257,2.2803,1264.085735,7.085735255,11.971,0.065045637
5/3/2017,1238.38,1248.5,2.318,1245.577246,2.922754021,15.583,0.072663876
5/4/2017,1227.75,1228.6,2.3541,1234.99692,6.396919738,8.982,0.079440176
5/5/2017,1227.74,1226.9,2.3487,1234.970189,8.070188501,12.623,0.069501414
5/8/2017,1226.3,1227.1,2.3868,1233.639207,6.539206848,4.914,0.065756033
5/9/2017,1221.3,1216.1,2.3977,1228.642763,12.54276272,10.759,0.06716533
5/10/2017,1219.15,1218.9,2.4141,1226.530123,7.63012308,11.548,0.066187095
5/11/2017,1224.85,1224.2,2.3874,1232.182377,7.982377105,7.196,0.063669557
5/12/2017,1228.83,1227.7,2.3257,1235.995536,8.295535749,6.902,0.062892347
5/15/2017,1230.71,1230,2.3433,1237.940967,7.940966582,1.72,0.061248939
5/16/2017,1236.8,1236.4,2.3257,1244.01201,7.612010298,2.764,0.060921954
5/17/2017,1260.74,1258.7,2.2243,1267.770188,9.070188399,19.712,0.083083634
5/18/2017,1247.05,1252.8,2.2294,1254.019838,1.219838329,20.481,0.09254007
5/19/2017,1255.55,1253.6,2.2346,1262.583759,8.983758829,15.766,0.079795396
5/22/2017,1260.46,1261.4,2.2537,1267.581791,6.18179089,17.06,0.07679082
5/23/2017,1251.16,1255.5,2.2799,1258.311661,2.811661189,9.688,0.080528253
5/24/2017,1258.55,1253.1,2.2502,1265.649925,12.54992461,7.095,0.081727752
5/25/2017,1255.76,1256.4,2.2554,1262.860602,6.460602321,9.013,0.075643839
5/26/2017,1267.05,1268.1,2.2465,1274.18609,6.086089837,32.925,0.078162366
5/30/2017,1263.1,1265.7,2.2098,1270.097306,4.397306463,10.031,0.078472942
5/31/2017,1268.59,1275.4,2.2028,1275.595397,0.195396786,13.605,0.074473829
6/1/2017,1265.64,1270.1,2.2114,1272.656468,2.556468141,15.195,0.072259398
6/2/2017,1279.98,1280.2,2.1591,1286.907692,6.7076922,16.606,0.078851456
6/5/2017,1279.95,1282.7,2.1817,1286.95024,4.250240464,15.164,0.078389202
6/6/2017,1294,1297.5,2.1451,1300.958039,3.458038936,10.766,0.078507776
6/7/2017,1286.91,1293.2,2.1729,1293.919839,0.719839209,15.5,0.080798576
6/8/2017,1278.9,1279.5,2.1885,1285.916358,6.416358247,23.068,0.077434647
6/9/2017,1266.4,1271.4,2.2005,1273.385981,1.985981196,39.2,0.08075745
6/12/2017,1265.74,1268.9,2.2145,1272.766886,3.866886427,6.524,0.078742303
6/13/2017,1265.85,1268.6,2.2109,1272.866041,4.266041258,21.84,0.072673484
6/14/2017,1261.18,1275.9,2.1256,1267.899749,8.00025092,17.58,0.07188285
6/15/2017,1254,1254.6,2.1637,1260.801579,6.201578635,16.461,0.072764681
6/16/2017,1253.63,1256.5,2.1514,1260.390814,3.890814176,22.62,0.070175254
6/19/2017,1243.25,1246.7,2.1879,1250.068899,3.368898522,25.782,0.070263088
6/20/2017,1243.19,1243.5,2.1565,1249.910448,6.410447616,16.478,0.070001198
6/21/2017,1246.55,1245.8,2.1634,1253.310231,7.510230549,8.272,0.065715763
6/22/2017,1250.62,1249.4,2.1477,1257.352951,7.952950708,20.955,0.065007507
6/23/2017,1256.9,1256.4,2.1423,1263.649701,7.249700896,7.255,0.065259739
6/26/2017,1244.45,1246.4,2.137,1251.116266,4.716265531,8.843,0.069376574
6/27/2017,1247.1,1246.9,2.2051,1253.993935,7.093935337,9.93,0.068198261
6/28/2017,1249.32,1249.1,2.2279,1256.297814,7.197814372,12.648,0.062404049
6/29/2017,1245.74,1245.8,2.2666,1252.819023,7.019023411,5.024,0.062091945
6/30/2017,1241.6,1242.3,2.3037,1248.771316,6.471315678,2.235,0.062005729
7/3/2017,1220.46,1219.2,2.3499,1227.650999,8.450999365,19.647,0.077453284
7/5/2017,1226.95,1223.4,2.3232,1234.09686,10.69685999,21.348,0.080961125
7/6/2017,1225.15,1223.3,2.3659,1232.417929,9.117928765,17.802,0.066602868
7/7/2017,1212.9,1209.7,2.3856,1220.15535,10.45534955,17.677,0.072143038
7/10/2017,1214.35,1213.2,2.373,1221.575543,8.37554295,12.567,0.074636536
7/11/2017,1217.69,1214.7,2.3605,1224.897138,10.19713776,11.852,0.068124804
7/12/2017,1220,1219.1,2.3177,1227.089504,7.989504345,4.196,0.065664368
7/13/2017,1217.45,1217.3,2.3444,1224.606426,7.30642587,4.223,0.065370812
7/14/2017,1228.98,1227.5,2.3319,1236.165571,8.665570845,8.622,0.069388755
7/17/2017,1234.4,1233.7,2.3141,1241.56201,7.862009633,7.118,0.069016907
7/18/2017,1242.46,1241.9,2.259,1249.496644,7.596643871,6.928,0.066675181
7/19/2017,1240.87,1242,2.2696,1247.930709,5.930708668,2.828,0.065662117
7/20/2017,1244.74,1245.5,2.2589,1251.789244,6.289243651,3.17,0.063746753
7/21/2017,1254.9,1254.9,2.2375,1261.939266,7.039266469,5.842,0.066505068
7/24/2017,1255.24,1254.3,2.2552,1262.337031,8.037030851,7.168,0.065223492
7/25/2017,1249.05,1252.1,2.3354,1256.363909,4.263908777,0.76,0.062330128
7/26/2017,1261.1,1249.4,2.2872,1268.331625,18.93162531,6.86,0.067551284
7/27/2017,1259,1260,2.3103,1266.292709,6.29270941,4.671,0.066598448
7/28/2017,1269.25,1275.3,2.2889,1276.533786,1.233785759,47.71,0.065489553
7/31/2017,1269.55,1273.4,2.2942,1276.852426,3.452425537,12.737,0.065156761
8/1/2017,1269.05,1279.4,2.2532,1276.21873,3.181269576,8.184,0.061689781
8/2/2017,1266.7,1278.4,2.271,1273.912143,4.487856651,11.534,0.060490343
8/3/2017,1268.65,1274.4,2.2212,1275.71441,1.31440963,5.373,0.059212385
8/4/2017,1258.6,1264.6,2.262,1265.737545,1.137545389,21.067,0.061387276
8/7/2017,1257.69,1264.7,2.253,1264.793927,0.093926577,7.123,0.060610033
8/8/2017,1260.64,1262.6,2.2619,1267.788797,5.188797322,5.635,0.056587174
8/9/2017,1277.55,1279.3,2.2476,1284.748759,5.448759424,10.78,0.067315824
8/10/2017,1286.9,1290.1,2.1975,1293.989363,3.889362637,10.31,0.072393249
8/11/2017,1289.21,1294,2.1888,1296.283894,2.283893642,12.525,0.063843582
8/14/2017,1281.95,1290.4,2.2185,1289.079769,1.320231349,46.13,0.06300284
8/15/2017,1272.13,1279.7,2.2728,1279.378817,0.321182953,52.54,0.067647635
8/16/2017,1283.1,1282.9,2.222,1290.247454,7.347454174,9.822,0.070494687
8/17/2017,1288.01,1292.4,2.1853,1295.065977,2.665977367,21.04,0.067061841
8/18/2017,1284.5,1291.6,2.1939,1291.564517,0.035482779,6.225,0.063780767
8/21/2017,1291.22,1296.7,2.1817,1298.281878,1.581877802,8.488,0.065020658
8/22/2017,1284.72,1291,2.2131,1291.847734,0.847734384,8.284,0.065147576
8/23/2017,1290.62,1294.7,2.166,1297.627663,2.927663425,10.276,0.06386726
8/24/2017,1286.33,1292,2.1939,1293.404582,1.404581889,10.516,0.061929428
8/25/2017,1291.15,1297.9,2.1659,1298.160217,0.26021662,8.509,0.061312733
8/28/2017,1310.49,1315.3,2.1571,1317.576235,2.276234921,14.68,0.074452014
8/29/2017,1309.5,1318.9,2.1292,1316.489053,2.410946637,8.408,0.07545914
8/30/2017,1308.76,1314.1,2.1309,1315.750696,1.650695769,1.38,0.063908873
8/31/2017,1322.07,1322.2,2.117,1329.085604,6.885604142,7.846,0.071058496
9/1/2017,1324.97,1330.4,2.1657,1332.163174,1.763174072,5.69,0.073226629
9/5/2017,1339.33,1342.6,2.0596,1346.243995,3.643994975,9.165,0.07446269
9/6/2017,1334.14,1339,2.1046,1341.178077,2.178076794,8.609,0.074516777
9/7/2017,1349.2,1350.3,2.0387,1356.094089,5.7940889,13.856,0.078085183
9/8/2017,1346.71,1351.2,2.0507,1353.631974,2.431973946,16.216,0.078294928
9/11/2017,1327.32,1335.7,2.1306,1334.408833,1.291167447,8.367,0.084663128
9/12/2017,1331.94,1332.7,2.1672,1339.176036,6.47603564,11.68,0.087721138
9/13/2017,1323.25,1328,2.1883,1330.509008,2.509007942,13.376,0.078633805
9/14/2017,1329.83,1329.3,2.1847,1337.11307,7.813070052,2.498,0.080252837
9/15/2017,1319.62,1325.2,2.2023,1326.905536,1.70553558,5.165,0.08141979
9/18/2017,1307.57,1310.8,2.2287,1314.875787,4.075787257,2.3,0.084546188
9/19/2017,1311.28,1310.6,2.2446,1318.658932,8.058931795,10.062,0.080639795
9/20/2017,1301.15,1316.4,2.2676,1308.547167,7.852833191,2.953,0.078987416
9/21/2017,1291.39,1294.8,2.2765,1298.760577,3.960577342,18.466,0.082057597
9/22/2017,1297.38,1297.5,2.2499,1304.698,7.197999821,22.567,0.079952586
9/25/2017,1310.55,1311.5,2.2198,1317.843115,6.343115079,18.286,0.0821522
9/26/2017,1293.89,1301.7,2.2357,1301.142123,0.557877233,17.114,0.091362216
9/27/2017,1281.12,1287.8,2.3103,1288.540839,0.740838665,29.565,0.093811109
9/28/2017,1287.3,1288.7,2.3085,1294.75081,6.050809687,13.207,0.087246954
9/29/2017,1279.45,1284.8,2.3336,1286.936127,2.1361271,4.06,0.084388203
10/2/2017,1271.12,1275.8,2.3408,1278.580402,2.780402086,9.851,0.086440512
10/3/2017,1271.75,1274.6,2.3229,1279.156856,4.556856104,5.293,0.083126975
10/4/2017,1274.69,1276.8,2.3229,1282.113979,5.31397909,2.83,0.078382014
10/5/2017,1268.05,1273.2,2.348,1275.515343,2.315342845,3.659,0.078160334
10/6/2017,1276.03,1274.9,2.3589,1283.5773,8.677300203,5.731,0.079458768
10/9/2017,1284.1,1285,2.3589,1291.695032,6.695031614,1.155,0.078687192
10/10/2017,1287.85,1293.8,2.3607,1295.473041,1.673041253,21.812,0.075901751
10/11/2017,1291.8,1288.9,2.3481,1299.40549,10.50549017,8.149,0.073571934
10/12/2017,1293.6,1296.5,2.3177,1301.117199,4.617199034,9.502,0.071975926
10/13/2017,1304.88,1304.6,2.273,1312.316088,7.716088376,10.973,0.074787366
10/16/2017,1294.74,1303,2.3034,1302.217269,0.782731447,8.877,0.077265491
10/17/2017,1285.19,1286.2,2.2998,1292.600483,6.400482776,61.945,0.07621735
10/18/2017,1281.17,1283,2.3465,1288.707751,5.707751062,3.6,0.073181882
10/19/2017,1289.79,1290,2.3178,1297.285383,7.285383182,8.41,0.072897475
10/20/2017,1280.72,1280.5,2.3845,1288.377494,7.87749354,10.94,0.07488134
10/23/2017,1282.07,1280.9,2.3664,1289.677206,8.777206048,13.906,0.072026299
10/24/2017,1276.72,1278.3,2.4189,1284.464036,6.164036483,12.612,0.068667223
10/25/2017,1277.41,1279,2.4317,1285.199347,6.199347448,5.002,0.06773433
10/26/2017,1267.11,1269.6,2.4609,1274.929607,5.329606921,5.494,0.069416411
10/27/2017,1273.35,1271.8,2.4064,1281.033563,9.233562582,10.35,0.070075869
10/30/2017,1276.24,1277.7,2.3684,1283.819033,6.119032624,5.848,0.065643087
10/31/2017,1271.58,1270.5,2.3793,1279.166216,8.666215721,9.979,0.064396522
11/1/2017,1274.39,1277.3,2.3721,1281.969904,4.669904448,12.658,0.063856293
11/2/2017,1275.99,1278.1,2.345,1283.492461,5.392461478,13.171,0.061675426
11/3/2017,1269.85,1269.2,2.3325,1277.276444,8.076444496,10.047,0.060951893
11/6/2017,1281.55,1281.6,2.3163,1288.992664,7.392664169,14.844,0.06553112
11/7/2017,1275.53,1275.8,2.3145,1282.93193,7.131929518,19.293,0.065287465
11/8/2017,1281.3,1283.7,2.3343,1288.799207,5.099206941,20.832,0.061978273
11/9/2017,1285.3,1287.5,2.3416,1292.846212,5.346212413,15.247,0.061070181
11/10/2017,1276.14,1274.2,2.3984,1283.814721,9.614721261,11.242,0.062924942
11/13/2017,1277.99,1278.9,2.4055,1285.698668,6.798668132,13.084,0.06208156
11/14/2017,1280.71,1282.9,2.3717,1288.326207,5.426206651,14.256,0.058120265
11/15/2017,1278.8,1277.7,2.3222,1286.245665,8.545665393,10.876,0.057316177
11/16/2017,1278.47,1278.2,2.3753,1286.08446,7.884460387,2.751,0.056352035
11/17/2017,1294.37,1296.5,2.3435,1301.975648,5.475648278,4.707,0.064770985
11/20/2017,1276.7,1275.3,2.37,1284.286902,8.9869015,27.222,0.076909081
11/21/2017,1280.48,1281.7,2.36,1288.057163,6.35716265,31.99,0.072457893
11/22/2017,1292.12,1292.2,2.32,1299.636072,7.436071537,30.047,0.068623723
11/24/2017,1288.22,1289.2,2.34,1295.778173,6.578173101,12.654,0.071241258
11/27/2017,1294.5,1294.4,2.32,1302.029916,7.629915647,8.803,0.069477009
11/28/2017,1294.01,1294.9,2.34,1301.602144,6.702143869,10.576,0.066891509
11/29/2017,1283.57,1286.2,2.37,1291.197727,4.997727077,5.413,0.068180253
11/30/2017,1274.76,1276.7,2.42,1282.495675,5.795674821,31.6,0.070991074
12/1/2017,1280.26,1282.3,2.37,1287.868057,5.568057112,9.924,0.067897506
12/4/2017,1276.23,1277.7,2.37,1283.814108,6.114108484,8.001,0.064960554
12/5/2017,1266.55,1264.9,2.36,1274.044733,9.144732721,10.345,0.067213553
12/6/2017,1263.94,1266.1,2.33,1271.323935,5.223935333,9.587,0.066659758
12/7/2017,1246.7,1253.1,2.37,1254.108624,1.008623875,14.486,0.073333893
12/8/2017,1248.14,1248.4,2.38,1255.588571,7.188570522,14.502,0.074705188
12/11/2017,1241.96,1246.9,2.39,1249.402925,2.502924594,10.3,0.066242638
12/12/2017,1243.85,1241.7,2.4,1251.335534,9.635534146,1.495,0.066464505
12/13/2017,1255.45,1248.6,2.36,1262.879049,14.27904914,6.367,0.070594416
12/14/2017,1252.85,1257.1,2.35,1260.232158,3.132157605,14.945,0.069998037
12/15/2017,1255.26,1257.5,2.35,1262.656358,5.156358028,7.423,0.064130218
12/18/2017,1261.69,1265.5,2.39,1269.251164,3.751164233,6.893,0.064933565
12/19/2017,1261.72,1264.2,2.46,1269.503488,5.303487692,9.359,0.06422907
12/20/2017,1265.62,1269.6,2.49,1273.523057,3.923057245,9.258,0.061971879
12/21/2017,1266.76,1270.6,2.48,1274.63831,4.038309523,8.073,0.06011983
12/22/2017,1275.01,1278.8,2.48,1282.939618,4.139618416,6.04,0.061442028
12/26/2017,1283.29,1287.5,2.47,1291.238833,3.738832513,2.085,0.063337408
12/27/2017,1287.41,1291.4,2.42,1295.222439,3.822439299,4.612,0.06117679
12/28/2017,1294.84,1297.2,2.43,1302.730095,5.530094898,0.158,0.060576114
12/29/2017,1302.55,1309.3,2.4,1310.388793,1.088792862,3.735,0.062262776
1/2/2018,1318.14,1316.1,2.46,1326.27154,10.17153986,2.969,0.069805803
1/3/2018,1312.84,1318.5,2.44,1320.872799,2.372799129,3.63,0.069720343
1/4/2018,1322.97,1321.6,2.46,1331.131336,9.531335884,9.355,0.066589299
1/5/2018,1320.21,1322.3,2.47,1328.387519,6.087518855,0.255,0.066618654
1/8/2018,1320.58,1320.4,2.49,1328.82625,8.426250325,2.177,0.063807849
1/9/2018,1312.66,1313.7,2.55,1321.054938,7.354937933,9.287,0.064335944
1/10/2018,1317.19,1319.3,2.55,1325.613909,6.31390893,8.249,0.064021115
1/11/2018,1322.42,1322.5,2.54,1330.844085,8.344085164,3.089,0.062008431
1/12/2018,1338.4,1334.9,2.55,1346.959555,12.05955459,2.62,0.070229695
1/16/2018,1338.61,1339.3,2.54,1347.137219,7.837218766,7.638,0.070572475
1/17/2018,1327.73,1339.2,2.57,1336.288129,2.911871202,5.922,0.06673954
1/18/2018,1327.19,1327.2,2.62,1335.911627,8.711626646,49.092,0.067231336
1/19/2018,1331.8,1333.1,2.64,1340.618951,7.518950524,13.111,0.064449688
1/22/2018,1334.11,1331.9,2.66,1343.011396,11.11139584,13.547,0.0634654
1/23/2018,1341.39,1336.7,2.63,1350.238697,13.53869747,11.002,0.063391828
1/24/2018,1358.15,1356.3,2.65,1367.177615,10.8776147,3.887,0.073123322
1/25/2018,1348.05,1362.9,2.63,1356.942631,5.957368761,6.641,0.075824481
1/26/2018,1350.14,1352.1,2.66,1359.148351,7.048350568,3.735,0.068461379
1/29/2018,1340.35,1340.3,2.7,1349.427966,9.127966168,133.827,0.068696261
1/30/2018,1338.55,1340,2.73,1347.71685,7.716850043,11.174,0.06986105
1/31/2018,1345.1,1343.1,2.72,1354.277849,11.17784932,30.675,0.067247143
2/1/2018,1349.19,1347.9,2.78,1358.599531,10.69953074,20.145,0.065913961
2/2/2018,1332.98,1337.3,2.84,1342.477835,5.177835417,7.758,0.073439493
2/5/2018,1339.6,1336.5,2.77,1348.908925,12.40892495,8.18,0.07588849
2/6/2018,1325.02,1329.5,2.79,1334.294321,4.794321095,12.432,0.074565324
2/7/2018,1318.49,1314.6,2.84,1327.88459,13.28459033,6.457,0.076415052
2/8/2018,1318.97,1319,2.85,1328.40122,9.401220073,13.272,0.0707204
2/9/2018,1316.69,1315.7,2.83,1326.038613,10.33861347,10.609,0.068627319
2/12/2018,1322.88,1326.4,2.86,1332.372487,5.972487202,11.055,0.068904013
2/13/2018,1329.55,1330.4,2.83,1338.989921,8.589920592,10.185,0.069234472
2/14/2018,1350.76,1358,2.91,1360.622611,2.622610748,9.257,0.083586712
2/15/2018,1353.3,1355.3,2.9,1363.147078,7.847077524,25.644,0.084864677
2/16/2018,1347.86,1356.2,2.87,1357.565673,1.365672964,20.741,0.072668222
2/20/2018,1329.49,1331.2,2.88,1339.096871,7.896871235,65.515,0.085157458
2/21/2018,1324.26,1332.1,2.94,1334.029169,1.929168715,22.569,0.088267571
2/22/2018,1331.51,1332.7,2.92,1341.265588,8.565587572,21.269,0.078788138
2/23/2018,1328.94,1330.3,2.88,1338.542897,8.242896945,7.804,0.076733592
2/26/2018,1333.16,1332.8,2.86,1342.726253,9.926252599,3.658,0.076874258
2/27/2018,1318.2,1318.6,2.9,1327.791678,9.191677819,8.905,0.08270008
2/28/2018,1318.05,1317.9,2.87,1327.541017,9.641017057,13.404,0.081027022
3/1/2018,1316.55,1305.2,2.81,1325.831326,20.63132624,16.171,0.072875626
3/2/2018,1322.2,1323.4,2.86,1331.687608,8.287607779,18.338,0.073528467
3/5/2018,1320.01,1319.9,2.88,1329.548369,9.648368922,24.048,0.072927698
3/6/2018,1334.46,1335.2,2.88,1344.102784,8.902784367,27.144,0.077952384
3/7/2018,1325.54,1327.6,2.89,1335.151707,7.55170698,23.475,0.079550746
3/8/2018,1322.35,1321.7,2.86,1331.838684,10.13868412,15.969,0.073789178
3/9/2018,1323.7,1324,2.9,1333.331698,9.331697715,12.513,0.070690911
3/12/2018,1323.05,1320.8,2.87,1332.577021,11.77702107,1.719,0.069672264
3/13/2018,1326.39,1327.1,2.84,1335.84088,8.740879922,7.596,0.068460142
3/14/2018,1325,1325.6,2.81,1334.340896,8.740896484,8.927,0.066018644
3/15/2018,1316.26,1317.8,2.82,1325.572421,7.772420712,5.711,0.066691093
3/16/2018,1314,1312.3,2.85,1323.395682,11.09568237,15.175,0.065934982
3/19/2018,1316.94,1317.8,2.85,1326.356705,8.556704673,5.316,0.06244366
3/20/2018,1311.21,1311.9,2.89,1320.717798,8.81779781,8.383,0.06212204
3/21/2018,1332.17,1321.5,2.89,1341.829782,20.32978219,14.23,0.078288002
3/22/2018,1328.95,1327.4,2.83,1338.385661,10.98566054,11.126,0.079516293
3/23/2018,1347.22,1349.9,2.82,1356.75146,6.851459918,5.575,0.079168672
3/26/2018,1353.46,1355,2.85,1363.137839,8.137838859,15.504,0.083675914
3/27/2018,1344.71,1342,2.78,1354.088286,12.0882863,9.083,0.078517583
3/28/2018,1324.99,1324.2,2.77,1334.1974,9.997399576,202.462,0.091116406
3/29/2018,1325,1327.3,2.74,1334.107407,6.807407258,15.961,0.090668266
4/2/2018,1341.35,1346.9,2.73,1350.536025,3.636025404,141.112,0.088960603
4/3/2018,1332.83,1337.3,2.79,1342.158986,4.858986268,20.198,0.092690031
4/4/2018,1333.35,1340.2,2.79,1342.682626,2.482625947,20.57,0.086449874
4/5/2018,1326.55,1328.5,2.83,1335.96862,7.468620332,18.483,0.083848242
4/6/2018,1333.2,1336.1,2.77,1342.464451,6.364451139,17.779,0.084207461
4/9/2018,1336.24,1340.1,2.78,1345.559215,5.45921476,13.601,0.081763324
4/10/2018,1340.05,1345.9,2.8,1349.463258,3.563257965,8.335,0.07848676
4/11/2018,1353.29,1360,2.79,1362.762194,2.762193623,2.546,0.083281856
4/12/2018,1335.48,1341.9,2.83,1344.962024,3.062024108,18.142,0.09355749
4/13/2018,1345.46,1347.9,2.82,1354.979008,7.079008077,23.8,0.093619496
4/16/2018,1345.91,1350.7,2.83,1355.466078,4.766078015,26.108,0.083746786
4/17/2018,1347.29,1349.5,2.82,1356.821955,7.321955162,11.967,0.081511478
4/18/2018,1349.32,1353.5,2.87,1359.036186,5.536186135,3.331,0.081422445
4/19/2018,1345.6,1348.8,2.92,1355.458821,6.658820915,6.843,0.078921653
4/20/2018,1335.12,1338.3,2.96,1345.036534,6.736533923,9.328,0.079415773
4/23/2018,1325,1324,2.98,1334.908112,10.90811189,35.283,0.081549787
4/24/2018,1330.68,1333,3,1340.697619,7.697619114,13.005,0.078854813
4/25/2018,1323.33,1322.8,3.03,1333.392288,10.59228755,17.435,0.076214374
4/26/2018,1317.28,1317.9,3,1327.196741,9.296741295,20.102,0.076096883
4/27/2018,1322.8,1323.4,2.96,1332.625028,9.225027768,13.288,0.074646471
4/30/2018,1315.36,1319.2,2.95,1325.09664,5.896639727,4.815,0.073500839
5/1/2018,1303.97,1306.8,2.97,1313.688011,6.888010718,4.752,0.076210121
5/2/2018,1304.85,1305.6,2.97,1314.574569,8.974569036,6.633,0.074203522
5/3/2018,1312.09,1312.7,2.94,1321.76939,9.069389682,9.937,0.070819786
5/4/2018,1315.05,1314.7,2.95,1324.784345,10.08434503,18.838,0.070509775
5/7/2018,1314.3,1314.1,2.95,1324.028793,9.928793329,5.984,0.068067992
5/8/2018,1314.47,1313.7,2.97,1324.266263,10.56626337,5.203,0.065904433
5/9/2018,1312.78,1313,3,1322.662864,9.662864416,0.476,0.063991683
5/10/2018,1321.39,1322.3,2.97,1331.237836,8.937835597,1.639,0.06545724
5/11/2018,1318.22,1320.7,2.97,1328.044211,7.344210748,8.971,0.064433786
5/14/2018,1312.82,1318.2,3,1322.703166,4.503165543,7.684,0.062056395
5/15/2018,1290.64,1290.3,3.08,1300.616287,10.31628742,57.168,0.079172487
5/16/2018,1291.03,1291.5,3.09,1301.041828,9.541827646,23.289,0.081521623
5/17/2018,1291,1289.4,3.11,1301.076647,11.6766472,22.207,0.065929347
5/18/2018,1292.5,1291.3,3.06,1302.425542,11.12554179,7.796,0.066675834
5/21/2018,1292.68,1290.9,3.06,1302.606924,11.70692407,3.76,0.067908112
5/22/2018,1291.32,1292,3.06,1301.23648,9.236480175,3.056,0.065405147
5/23/2018,1293.75,1289.6,3.01,1303.522191,13.9221905,2.176,0.062128987
5/24/2018,1304.88,1304.4,2.98,1314.637658,10.23765815,7.868,0.066125875
5/25/2018,1301.61,1303.7,2.93,1311.179298,7.479298017,14.225,0.066056298
5/29/2018,1298.86,1301.6,2.77,1307.885821,6.285821336,13.506,0.061350331
5/30/2018,1301.48,1306.5,2.84,1310.75339,4.253389577,7.427,0.060168557
5/31/2018,1298.32,1304.7,2.83,1307.538185,2.838184877,6.056,0.059616552
6/1/2018,1293.14,1299.3,2.89,1302.516769,3.21676929,4.153,0.059036455
6/4/2018,1291.98,1297.3,2.94,1301.511037,4.211036652,2.323,0.057143273
6/5/2018,1296.13,1302.2,2.92,1305.626369,3.426368574,1.527,0.055811884
6/6/2018,1297,1301.4,2.97,1306.666066,5.266065862,1.53,0.054858718
6/7/2018,1297.12,1303,2.93,1306.656288,3.656288015,6.163,0.053286533
6/8/2018,1298.75,1302.7,2.93,1308.298272,5.598271602,3.641,0.05209631
